Gene,Program_Dataset
BAIAP2,18_Travaglini_2020_health
YPEL2,18_Travaglini_2020_health
STARD4,18_Travaglini_2020_health
UACA,18_Travaglini_2020_health
FRMD4B,18_Travaglini_2020_health
PLEKHA5,18_Travaglini_2020_health
ZMAT3,18_Travaglini_2020_health
CBLB,18_Travaglini_2020_health
MAP7D3,18_Travaglini_2020_health
ZNF296,18_Travaglini_2020_health
KMT2E-AS1,18_Travaglini_2020_health
CCDC102B,18_Travaglini_2020_health
ING1,18_Travaglini_2020_health
INPP5F,18_Travaglini_2020_health
NFATC1,18_Travaglini_2020_health
PLEKHG2,18_Travaglini_2020_health
ZC2HC1A,18_Travaglini_2020_health
PAPD5,18_Travaglini_2020_health
PGM2L1,18_Travaglini_2020_health
ABCC4,18_Travaglini_2020_health
TOP2A,19_Travaglini_2020_health
KIAA0101,19_Travaglini_2020_health
CENPF,19_Travaglini_2020_health
HIST1H4C,19_Travaglini_2020_health
STMN1,19_Travaglini_2020_health
TPX2,19_Travaglini_2020_health
TYMS,19_Travaglini_2020_health
CDK1,19_Travaglini_2020_health
CKS2,19_Travaglini_2020_health
HMMR,19_Travaglini_2020_health
UBE2C,19_Travaglini_2020_health
PRC1,19_Travaglini_2020_health
BIRC5,19_Travaglini_2020_health
PHGDH,19_Travaglini_2020_health
PTTG1,19_Travaglini_2020_health
CDKN2A,19_Travaglini_2020_health
NUSAP1,19_Travaglini_2020_health
GGH,19_Travaglini_2020_health
CENPE,19_Travaglini_2020_health
HIST1H1C,19_Travaglini_2020_health
CEP55,19_Travaglini_2020_health
NCAPG,19_Travaglini_2020_health
DLGAP5,19_Travaglini_2020_health
HMGB3,19_Travaglini_2020_health
KIF14,19_Travaglini_2020_health
KIF2C,19_Travaglini_2020_health
CDKN2C,19_Travaglini_2020_health
SMC4,19_Travaglini_2020_health
TROAP,19_Travaglini_2020_health
CKS1B,19_Travaglini_2020_health
CCNB1,19_Travaglini_2020_health
RAD51AP1,19_Travaglini_2020_health
MAD2L1,19_Travaglini_2020_health
SMC2,19_Travaglini_2020_health
UBE2S,19_Travaglini_2020_health
CDCA3,19_Travaglini_2020_health
DTYMK,19_Travaglini_2020_health
AURKA,19_Travaglini_2020_health
KIF20B,19_Travaglini_2020_health
SHCBP1,19_Travaglini_2020_health
KIF23,19_Travaglini_2020_health
CENPW,19_Travaglini_2020_health
CKAP2,19_Travaglini_2020_health
CDCA8,19_Travaglini_2020_health
CCDC34,19_Travaglini_2020_health
PHF19,19_Travaglini_2020_health
CENPM,19_Travaglini_2020_health
MND1,19_Travaglini_2020_health
SAC3D1,19_Travaglini_2020_health
CENPK,19_Travaglini_2020_health
MEIKIN,19_Travaglini_2020_health
UBE2T,19_Travaglini_2020_health
CCNA2,19_Travaglini_2020_health
MELK,19_Travaglini_2020_health
H2AFX,19_Travaglini_2020_health
KIAA1524,19_Travaglini_2020_health
KIFC1,19_Travaglini_2020_health
DDX43,19_Travaglini_2020_health
CDKN3,19_Travaglini_2020_health
RACGAP1,19_Travaglini_2020_health
BUB1,19_Travaglini_2020_health
CTSV,19_Travaglini_2020_health
KPNA2,19_Travaglini_2020_health
ARHGAP11A,19_Travaglini_2020_health
PRR11,19_Travaglini_2020_health
CRNDE,19_Travaglini_2020_health
CENPA,19_Travaglini_2020_health
TMEM71,19_Travaglini_2020_health
MNS1,19_Travaglini_2020_health
KIF18A,19_Travaglini_2020_health
OIP5,19_Travaglini_2020_health
CCNF,19_Travaglini_2020_health
CENPN,19_Travaglini_2020_health
WEE1,19_Travaglini_2020_health
NCAPG2,19_Travaglini_2020_health
SKA2,19_Travaglini_2020_health
KNSTRN,19_Travaglini_2020_health
SPDL1,19_Travaglini_2020_health
RPL39L,19_Travaglini_2020_health
STIL,19_Travaglini_2020_health
SPAG5,19_Travaglini_2020_health
ARL6IP1,19_Travaglini_2020_health
NCAPD2,19_Travaglini_2020_health
PLK4,19_Travaglini_2020_health
GINS1,19_Travaglini_2020_health
CIT,19_Travaglini_2020_health
PSRC1,19_Travaglini_2020_health
MXD3,19_Travaglini_2020_health
TRIP13,19_Travaglini_2020_health
FBXO5,19_Travaglini_2020_health
GPSM2,19_Travaglini_2020_health
POC1A,19_Travaglini_2020_health
ARHGEF39,19_Travaglini_2020_health
TOP2A,20_Travaglini_2020_health
CENPF,20_Travaglini_2020_health
STMN1,20_Travaglini_2020_health
TPX2,20_Travaglini_2020_health
CDK1,20_Travaglini_2020_health
CKS2,20_Travaglini_2020_health
HMMR,20_Travaglini_2020_health
UBE2C,20_Travaglini_2020_health
PRC1,20_Travaglini_2020_health
BIRC5,20_Travaglini_2020_health
LRG1,20_Travaglini_2020_health
PHGDH,20_Travaglini_2020_health
PTTG1,20_Travaglini_2020_health
CDKN2A,20_Travaglini_2020_health
NUSAP1,20_Travaglini_2020_health
GGH,20_Travaglini_2020_health
CENPE,20_Travaglini_2020_health
CEP55,20_Travaglini_2020_health
NCAPG,20_Travaglini_2020_health
CBR3,20_Travaglini_2020_health
AZU1,20_Travaglini_2020_health
DLGAP5,20_Travaglini_2020_health
HMGB3,20_Travaglini_2020_health
KIF14,20_Travaglini_2020_health
KIF2C,20_Travaglini_2020_health
HERC5,20_Travaglini_2020_health
GZMH,20_Travaglini_2020_health
SHROOM3,20_Travaglini_2020_health
PCSK1N,20_Travaglini_2020_health
CDKN2C,20_Travaglini_2020_health
SMC4,20_Travaglini_2020_health
TROAP,20_Travaglini_2020_health
CKS1B,20_Travaglini_2020_health
CCNB1,20_Travaglini_2020_health
MAD2L1,20_Travaglini_2020_health
SNCA,20_Travaglini_2020_health
SMC2,20_Travaglini_2020_health
UBE2S,20_Travaglini_2020_health
DTYMK,20_Travaglini_2020_health
AURKA,20_Travaglini_2020_health
KIF20B,20_Travaglini_2020_health
SHCBP1,20_Travaglini_2020_health
KIF23,20_Travaglini_2020_health
CENPW,20_Travaglini_2020_health
HMGN5,20_Travaglini_2020_health
CKAP2,20_Travaglini_2020_health
CDCA8,20_Travaglini_2020_health
CCDC34,20_Travaglini_2020_health
PTCH2,20_Travaglini_2020_health
MEIKIN,20_Travaglini_2020_health
CCNA2,20_Travaglini_2020_health
KIAA1524,20_Travaglini_2020_health
SPTBN1,20_Travaglini_2020_health
LXN,20_Travaglini_2020_health
KIFC1,20_Travaglini_2020_health
DDX43,20_Travaglini_2020_health
CD96,20_Travaglini_2020_health
CDKN3,20_Travaglini_2020_health
RACGAP1,20_Travaglini_2020_health
BUB1,20_Travaglini_2020_health
CTSV,20_Travaglini_2020_health
KPNA2,20_Travaglini_2020_health
ARHGAP11A,20_Travaglini_2020_health
CHEK1,20_Travaglini_2020_health
PRR11,20_Travaglini_2020_health
CRNDE,20_Travaglini_2020_health
CENPA,20_Travaglini_2020_health
ITGA6,20_Travaglini_2020_health
LIN7A,20_Travaglini_2020_health
TMEM71,20_Travaglini_2020_health
KIF18A,20_Travaglini_2020_health
AAMDC,20_Travaglini_2020_health
OIP5,20_Travaglini_2020_health
WNT5B,20_Travaglini_2020_health
ADAMTS6,20_Travaglini_2020_health
WEE1,20_Travaglini_2020_health
SKA2,20_Travaglini_2020_health
KNSTRN,20_Travaglini_2020_health
SPDL1,20_Travaglini_2020_health
ZAP70,20_Travaglini_2020_health
STIL,20_Travaglini_2020_health
SPAG5,20_Travaglini_2020_health
ARL6IP1,20_Travaglini_2020_health
NCAPD2,20_Travaglini_2020_health
GINS1,20_Travaglini_2020_health
SPA17,20_Travaglini_2020_health
CIT,20_Travaglini_2020_health
PSRC1,20_Travaglini_2020_health
MXD3,20_Travaglini_2020_health
GPSM2,20_Travaglini_2020_health
POC1A,20_Travaglini_2020_health
ARHGEF39,20_Travaglini_2020_health
CCL2,1_Valenzi_2019_disease
CCL7,1_Valenzi_2019_disease
SPINK1,1_Valenzi_2019_disease
MMP10,1_Valenzi_2019_disease
MUCL1,1_Valenzi_2019_disease
CTSL,1_Valenzi_2019_disease
METTL7B,1_Valenzi_2019_disease
MMP8,1_Valenzi_2019_disease
EMP1,1_Valenzi_2019_disease
ALDH1A2,1_Valenzi_2019_disease
CLEC5A,1_Valenzi_2019_disease
MS4A6E,1_Valenzi_2019_disease
IL3RA,1_Valenzi_2019_disease
SLC39A8,1_Valenzi_2019_disease
FCER2,1_Valenzi_2019_disease
HS3ST1,1_Valenzi_2019_disease
HTRA1,1_Valenzi_2019_disease
ITGB7,1_Valenzi_2019_disease
CRIP2,1_Valenzi_2019_disease
SCG5,1_Valenzi_2019_disease
MTSS1,1_Valenzi_2019_disease
CA12,1_Valenzi_2019_disease
KCNN4,1_Valenzi_2019_disease
MSC,1_Valenzi_2019_disease
OLIG1,1_Valenzi_2019_disease
SPHK1,1_Valenzi_2019_disease
ECM1,1_Valenzi_2019_disease
NT5E,1_Valenzi_2019_disease
MERTK,1_Valenzi_2019_disease
NOV,1_Valenzi_2019_disease
FPR3,1_Valenzi_2019_disease
RGL1,1_Valenzi_2019_disease
TMEM163,1_Valenzi_2019_disease
NRIP3,1_Valenzi_2019_disease
SYP,1_Valenzi_2019_disease
FNIP2,1_Valenzi_2019_disease
GFRA2,1_Valenzi_2019_disease
SPRED1,1_Valenzi_2019_disease
CD180,1_Valenzi_2019_disease
IQGAP3,1_Valenzi_2019_disease
LHFPL2,1_Valenzi_2019_disease
TPST1,1_Valenzi_2019_disease
ZMIZ1-AS1,1_Valenzi_2019_disease
ANKH,1_Valenzi_2019_disease
FAM20C,1_Valenzi_2019_disease
NIPAL4,1_Valenzi_2019_disease
FAM198B,1_Valenzi_2019_disease
DPYSL3,1_Valenzi_2019_disease
CDK6,1_Valenzi_2019_disease
CD276,1_Valenzi_2019_disease
TIMP4,1_Valenzi_2019_disease
SMOX,1_Valenzi_2019_disease
CRADD,1_Valenzi_2019_disease
CCR5,1_Valenzi_2019_disease
FBLN5,1_Valenzi_2019_disease
ADORA2B,1_Valenzi_2019_disease
SPINK6,1_Valenzi_2019_disease
IL1R1,1_Valenzi_2019_disease
LPAR3,1_Valenzi_2019_disease
P2RY11,1_Valenzi_2019_disease
NCS1,1_Valenzi_2019_disease
P4HA2,1_Valenzi_2019_disease
RAPH1,1_Valenzi_2019_disease
FLNB,1_Valenzi_2019_disease
STRIP2,1_Valenzi_2019_disease
STEAP3,1_Valenzi_2019_disease
MN1,1_Valenzi_2019_disease
LAT,1_Valenzi_2019_disease
DNAJB5,1_Valenzi_2019_disease
CD109,1_Valenzi_2019_disease
NETO2,1_Valenzi_2019_disease
KIFC3,1_Valenzi_2019_disease
EPHB2,1_Valenzi_2019_disease
NPC1,1_Valenzi_2019_disease
FAM129B,1_Valenzi_2019_disease
PBK,1_Valenzi_2019_disease
NT5DC2,1_Valenzi_2019_disease
TTYH3,1_Valenzi_2019_disease
SGIP1,1_Valenzi_2019_disease
CHST13,1_Valenzi_2019_disease
PAPD5,1_Valenzi_2019_disease
TMEM158,1_Valenzi_2019_disease
RGS17,1_Valenzi_2019_disease
GOLGA7B,1_Valenzi_2019_disease
KANK1,1_Valenzi_2019_disease
CSPG4,1_Valenzi_2019_disease
ITPRIPL1,1_Valenzi_2019_disease
ITGB3,1_Valenzi_2019_disease
RAB3IL1,1_Valenzi_2019_disease
CLDN3,1_Valenzi_2019_disease
ATP13A3,1_Valenzi_2019_disease
DIRC3,1_Valenzi_2019_disease
ID4,1_Valenzi_2019_disease
PRR16,1_Valenzi_2019_disease
FERMT2,1_Valenzi_2019_disease
EMP3,1_Valenzi_2019_disease
GS1-600G8.5,2_Valenzi_2019_disease
FABP4,2_Valenzi_2019_disease
RBP4,2_Valenzi_2019_disease
S100A1,2_Valenzi_2019_disease
RND3,2_Valenzi_2019_disease
PRSS21,2_Valenzi_2019_disease
INHBA,2_Valenzi_2019_disease
AKR1C2,2_Valenzi_2019_disease
IGFBP2,2_Valenzi_2019_disease
SERPING1,2_Valenzi_2019_disease
RSPO3,2_Valenzi_2019_disease
PCOLCE2,2_Valenzi_2019_disease
GPD1,2_Valenzi_2019_disease
FHL1,2_Valenzi_2019_disease
MME,2_Valenzi_2019_disease
VGLL3,2_Valenzi_2019_disease
PPIC,2_Valenzi_2019_disease
FAM3B,2_Valenzi_2019_disease
C8B,2_Valenzi_2019_disease
ITIH5,2_Valenzi_2019_disease
TDO2,2_Valenzi_2019_disease
CPE,2_Valenzi_2019_disease
MLPH,2_Valenzi_2019_disease
CTSW,2_Valenzi_2019_disease
AOC3,2_Valenzi_2019_disease
IL17RB,2_Valenzi_2019_disease
HOXB6,2_Valenzi_2019_disease
SLC19A3,2_Valenzi_2019_disease
MACC1,2_Valenzi_2019_disease
CDKN2A,2_Valenzi_2019_disease
PVALB,2_Valenzi_2019_disease
TCEA3,2_Valenzi_2019_disease
FNDC5,2_Valenzi_2019_disease
VSNL1,2_Valenzi_2019_disease
ACO1,2_Valenzi_2019_disease
NTRK3,2_Valenzi_2019_disease
FFAR4,2_Valenzi_2019_disease
LSAMP,2_Valenzi_2019_disease
LINC01281,2_Valenzi_2019_disease
USP30-AS1,2_Valenzi_2019_disease
ATP6AP1L,2_Valenzi_2019_disease
KCNAB1,2_Valenzi_2019_disease
PDGFD,2_Valenzi_2019_disease
GPA33,2_Valenzi_2019_disease
AMIGO2,2_Valenzi_2019_disease
TRHDE,2_Valenzi_2019_disease
ANGPT2,2_Valenzi_2019_disease
MYO6,2_Valenzi_2019_disease
LIMS2,2_Valenzi_2019_disease
STON1,2_Valenzi_2019_disease
ATP10A,2_Valenzi_2019_disease
SKAP1,2_Valenzi_2019_disease
CD5L,2_Valenzi_2019_disease
HOXB7,2_Valenzi_2019_disease
ATL1,2_Valenzi_2019_disease
GATA3,2_Valenzi_2019_disease
BACE2,2_Valenzi_2019_disease
TMEM74B,2_Valenzi_2019_disease
SOBP,2_Valenzi_2019_disease
SLC47A1,2_Valenzi_2019_disease
KCNA3,2_Valenzi_2019_disease
IQSEC3,2_Valenzi_2019_disease
CD3G,2_Valenzi_2019_disease
ICOS,2_Valenzi_2019_disease
ARHGEF28,2_Valenzi_2019_disease
PDE9A,2_Valenzi_2019_disease
CD101,2_Valenzi_2019_disease
TRPC6,2_Valenzi_2019_disease
PCSK9,2_Valenzi_2019_disease
CHDH,2_Valenzi_2019_disease
EPB41L4A,2_Valenzi_2019_disease
DTX4,2_Valenzi_2019_disease
MGAT3,2_Valenzi_2019_disease
KRT79,2_Valenzi_2019_disease
WDR49,2_Valenzi_2019_disease
PRR15,2_Valenzi_2019_disease
ARHGEF35,2_Valenzi_2019_disease
ULBP2,2_Valenzi_2019_disease
GRHL1,2_Valenzi_2019_disease
FGD5,2_Valenzi_2019_disease
AKAP5,2_Valenzi_2019_disease
PPP2R3A,2_Valenzi_2019_disease
ARHGEF5,2_Valenzi_2019_disease
KAZN,2_Valenzi_2019_disease
LINC00239,2_Valenzi_2019_disease
ELF5,2_Valenzi_2019_disease
SMKR1,2_Valenzi_2019_disease
SH2D4B,2_Valenzi_2019_disease
TM4SF4,2_Valenzi_2019_disease
ENPP6,2_Valenzi_2019_disease
ENPP5,2_Valenzi_2019_disease
NPAS2,2_Valenzi_2019_disease
GUCA2B,2_Valenzi_2019_disease
OR2A1-AS1,2_Valenzi_2019_disease
SLC1A7,2_Valenzi_2019_disease
ENPP3,2_Valenzi_2019_disease
ARL14EPL,2_Valenzi_2019_disease
SYTL4,2_Valenzi_2019_disease
ELOVL7,2_Valenzi_2019_disease
LAMA1,2_Valenzi_2019_disease
FN3K,2_Valenzi_2019_disease
TMCO2,2_Valenzi_2019_disease
GABRE,2_Valenzi_2019_disease
NPB,2_Valenzi_2019_disease
KLHL29,2_Valenzi_2019_disease
ZNF883,2_Valenzi_2019_disease
TFAP2C,2_Valenzi_2019_disease
CCL22,3_Valenzi_2019_disease
CCR7,3_Valenzi_2019_disease
IDO1,3_Valenzi_2019_disease
CST7,3_Valenzi_2019_disease
BIRC3,3_Valenzi_2019_disease
FSCN1,3_Valenzi_2019_disease
RAMP1,3_Valenzi_2019_disease
CCL19,3_Valenzi_2019_disease
MARCKSL1,3_Valenzi_2019_disease
LAMP3,3_Valenzi_2019_disease
DUSP4,3_Valenzi_2019_disease
EBI3,3_Valenzi_2019_disease
LAD1,3_Valenzi_2019_disease
TUBB2B,3_Valenzi_2019_disease
TNFRSF4,3_Valenzi_2019_disease
LYPD3,3_Valenzi_2019_disease
SLC7A11,3_Valenzi_2019_disease
TNFRSF18,3_Valenzi_2019_disease
TFPI2,3_Valenzi_2019_disease
CCR6,3_Valenzi_2019_disease
TRAF1,3_Valenzi_2019_disease
TNFRSF9,3_Valenzi_2019_disease
DUSP5,3_Valenzi_2019_disease
GPR157,3_Valenzi_2019_disease
HAPLN3,3_Valenzi_2019_disease
ACHE,3_Valenzi_2019_disease
TVP23A,3_Valenzi_2019_disease
SEMA7A,3_Valenzi_2019_disease
CYP27B1,3_Valenzi_2019_disease
TBC1D4,3_Valenzi_2019_disease
TNFSF4,3_Valenzi_2019_disease
LIMCH1,3_Valenzi_2019_disease
CCNA1,3_Valenzi_2019_disease
L1TD1,3_Valenzi_2019_disease
DSG2,3_Valenzi_2019_disease
PTGIR,3_Valenzi_2019_disease
ZEB1,3_Valenzi_2019_disease
FSTL3,3_Valenzi_2019_disease
TKTL1,3_Valenzi_2019_disease
MSC-AS1,3_Valenzi_2019_disease
MYH11,3_Valenzi_2019_disease
TNFRSF11A,3_Valenzi_2019_disease
IL21R,3_Valenzi_2019_disease
P2RY10,3_Valenzi_2019_disease
LAG3,3_Valenzi_2019_disease
ANKRD55,3_Valenzi_2019_disease
C17orf96,3_Valenzi_2019_disease
SLC1A2,3_Valenzi_2019_disease
HOMER2,3_Valenzi_2019_disease
APOBEC3H,3_Valenzi_2019_disease
PDGFB,3_Valenzi_2019_disease
TREML1,3_Valenzi_2019_disease
S1PR1,3_Valenzi_2019_disease
PLIN5,3_Valenzi_2019_disease
RND1,3_Valenzi_2019_disease
PPP1R16B,3_Valenzi_2019_disease
NID1,3_Valenzi_2019_disease
RAB30,3_Valenzi_2019_disease
ADAM12,3_Valenzi_2019_disease
LY75,3_Valenzi_2019_disease
RASGRF1,3_Valenzi_2019_disease
P2RX5,3_Valenzi_2019_disease
LINC01268,3_Valenzi_2019_disease
IZUMO4,3_Valenzi_2019_disease
GJA1,3_Valenzi_2019_disease
CASC15,3_Valenzi_2019_disease
POGLUT1,3_Valenzi_2019_disease
LMOD3,3_Valenzi_2019_disease
PLEKHG1,3_Valenzi_2019_disease
AKAP12,4_Valenzi_2019_disease
SERPINB2,4_Valenzi_2019_disease
FCN1,4_Valenzi_2019_disease
TIMP1,4_Valenzi_2019_disease
HAS1,4_Valenzi_2019_disease
EREG,4_Valenzi_2019_disease
CYP1B1,4_Valenzi_2019_disease
INSIG1,4_Valenzi_2019_disease
VCAN,4_Valenzi_2019_disease
TNFSF15,4_Valenzi_2019_disease
TNFSF14,4_Valenzi_2019_disease
SERPINB9,4_Valenzi_2019_disease
TNIP3,4_Valenzi_2019_disease
CD300E,4_Valenzi_2019_disease
GPR42,4_Valenzi_2019_disease
ADAM19,4_Valenzi_2019_disease
THBS1,4_Valenzi_2019_disease
CFP,4_Valenzi_2019_disease
GPAT3,4_Valenzi_2019_disease
NLRP3,4_Valenzi_2019_disease
NR4A3,4_Valenzi_2019_disease
NRG1,4_Valenzi_2019_disease
ERRFI1,4_Valenzi_2019_disease
THBD,4_Valenzi_2019_disease
SNAI1,4_Valenzi_2019_disease
CREM,4_Valenzi_2019_disease
FLT1,4_Valenzi_2019_disease
CD93,4_Valenzi_2019_disease
VEGFA,4_Valenzi_2019_disease
THAP2,4_Valenzi_2019_disease
DUSP6,4_Valenzi_2019_disease
HOXA5,4_Valenzi_2019_disease
PFKFB3,4_Valenzi_2019_disease
CCR2,4_Valenzi_2019_disease
HBEGF,4_Valenzi_2019_disease
LUCAT1,4_Valenzi_2019_disease
SLC2A3,4_Valenzi_2019_disease
NAF1,4_Valenzi_2019_disease
LIF,4_Valenzi_2019_disease
ADGRE2,4_Valenzi_2019_disease
PLAUR,4_Valenzi_2019_disease
PPIF,4_Valenzi_2019_disease
SLC25A37,4_Valenzi_2019_disease
CDC42EP2,4_Valenzi_2019_disease
SLC7A5,4_Valenzi_2019_disease
ASGR2,4_Valenzi_2019_disease
MCTP2,4_Valenzi_2019_disease
EHD1,4_Valenzi_2019_disease
SYN1,4_Valenzi_2019_disease
STEAP4,4_Valenzi_2019_disease
EDNRB,4_Valenzi_2019_disease
DNAH17,4_Valenzi_2019_disease
TESC,4_Valenzi_2019_disease
PDE4D,4_Valenzi_2019_disease
PRDM8,4_Valenzi_2019_disease
MPEG1,4_Valenzi_2019_disease
LINC01537,4_Valenzi_2019_disease
STARD4,4_Valenzi_2019_disease
IL6R,4_Valenzi_2019_disease
PLCB1,4_Valenzi_2019_disease
F5,4_Valenzi_2019_disease
FOSL1,4_Valenzi_2019_disease
ITGB2-AS1,4_Valenzi_2019_disease
SEMA6B,4_Valenzi_2019_disease
ABHD17C,4_Valenzi_2019_disease
RNF19B,4_Valenzi_2019_disease
SLC2A14,4_Valenzi_2019_disease
NDRG1,4_Valenzi_2019_disease
MN1,4_Valenzi_2019_disease
TNFSF8,4_Valenzi_2019_disease
TNFRSF1B,4_Valenzi_2019_disease
JAK3,4_Valenzi_2019_disease
PLCXD1,4_Valenzi_2019_disease
CETP,4_Valenzi_2019_disease
LINC00937,4_Valenzi_2019_disease
LIPN,4_Valenzi_2019_disease
PLEKHG2,4_Valenzi_2019_disease
TMEM158,4_Valenzi_2019_disease
PHLDB1,4_Valenzi_2019_disease
S1PR3,4_Valenzi_2019_disease
SLC16A7,4_Valenzi_2019_disease
ATP2B1,4_Valenzi_2019_disease
LAMB3,4_Valenzi_2019_disease
SPAG5,4_Valenzi_2019_disease
ACRC,4_Valenzi_2019_disease
ATP13A3,4_Valenzi_2019_disease
KDM6B,4_Valenzi_2019_disease
MAP3K8,4_Valenzi_2019_disease
HSPA6,5_Valenzi_2019_disease
EGR1,5_Valenzi_2019_disease
HSPA1A,5_Valenzi_2019_disease
HSPA1B,5_Valenzi_2019_disease
JUN,5_Valenzi_2019_disease
DNAJB1,5_Valenzi_2019_disease
RGS16,5_Valenzi_2019_disease
GADD45G,5_Valenzi_2019_disease
BAG3,5_Valenzi_2019_disease
ZFAND2A,5_Valenzi_2019_disease
EGR2,5_Valenzi_2019_disease
KCNQ1OT1,5_Valenzi_2019_disease
DNAJA4,5_Valenzi_2019_disease
PLK2,5_Valenzi_2019_disease
CDKN1C,5_Valenzi_2019_disease
KLF2,5_Valenzi_2019_disease
IER2,5_Valenzi_2019_disease
ILF3-AS1,5_Valenzi_2019_disease
ASF1B,5_Valenzi_2019_disease
HSPH1,5_Valenzi_2019_disease
SERPINH1,5_Valenzi_2019_disease
LINC00936,5_Valenzi_2019_disease
GDF11,5_Valenzi_2019_disease
DNAJB4,5_Valenzi_2019_disease
ARC,5_Valenzi_2019_disease
HIF1A-AS2,5_Valenzi_2019_disease
BCYRN1,5_Valenzi_2019_disease
FAM46A,5_Valenzi_2019_disease
TSPYL2,5_Valenzi_2019_disease
HIST1H2BG,5_Valenzi_2019_disease
IFRD1,5_Valenzi_2019_disease
SLC5A3,5_Valenzi_2019_disease
SEMA4A,5_Valenzi_2019_disease
HTRA3,5_Valenzi_2019_disease
IER5,5_Valenzi_2019_disease
MIR222HG,5_Valenzi_2019_disease
CTSG,5_Valenzi_2019_disease
HNRNPU-AS1,5_Valenzi_2019_disease
INHBA-AS1,5_Valenzi_2019_disease
ADRB2,5_Valenzi_2019_disease
TCOF1,5_Valenzi_2019_disease
BRCA1,5_Valenzi_2019_disease
HIST1H2BD,5_Valenzi_2019_disease
HIST1H2BN,5_Valenzi_2019_disease
LINC01537,5_Valenzi_2019_disease
BEX5,5_Valenzi_2019_disease
CCDC18,5_Valenzi_2019_disease
PLAC9,5_Valenzi_2019_disease
MCF2L2,5_Valenzi_2019_disease
ACTRT3,5_Valenzi_2019_disease
LINC00309,5_Valenzi_2019_disease
CD22,5_Valenzi_2019_disease
ENC1,5_Valenzi_2019_disease
LSMEM1,5_Valenzi_2019_disease
KMT2E-AS1,5_Valenzi_2019_disease
PARD6G-AS1,5_Valenzi_2019_disease
CHORDC1,5_Valenzi_2019_disease
RGMA,5_Valenzi_2019_disease
DNAJB5,5_Valenzi_2019_disease
POLG2,5_Valenzi_2019_disease
SARNP,5_Valenzi_2019_disease
FGF18,5_Valenzi_2019_disease
TRMT10A,5_Valenzi_2019_disease
ZEB2-AS1,5_Valenzi_2019_disease
FAM71A,5_Valenzi_2019_disease
TNFSF9,5_Valenzi_2019_disease
SDR42E2,5_Valenzi_2019_disease
FKBP11,5_Valenzi_2019_disease
GPM6B,5_Valenzi_2019_disease
HSPA1L,5_Valenzi_2019_disease
LRRC4,5_Valenzi_2019_disease
SOX6,5_Valenzi_2019_disease
KLHL29,5_Valenzi_2019_disease
PGF,5_Valenzi_2019_disease
LINC00528,5_Valenzi_2019_disease
TIE1,5_Valenzi_2019_disease
RBKS,5_Valenzi_2019_disease
NEK10,5_Valenzi_2019_disease
JAG2,5_Valenzi_2019_disease
HBB,6_Valenzi_2019_disease
HBA2,6_Valenzi_2019_disease
MT1A,6_Valenzi_2019_disease
SFTPC,6_Valenzi_2019_disease
SCGB3A1,6_Valenzi_2019_disease
HBA1,6_Valenzi_2019_disease
SCGB1A1,6_Valenzi_2019_disease
GNG11,6_Valenzi_2019_disease
SFTPB,6_Valenzi_2019_disease
SAA1,6_Valenzi_2019_disease
FOLR1,6_Valenzi_2019_disease
RRM2,6_Valenzi_2019_disease
MGP,6_Valenzi_2019_disease
SCGB3A2,6_Valenzi_2019_disease
SFTPA2,6_Valenzi_2019_disease
SPARCL1,6_Valenzi_2019_disease
CALD1,6_Valenzi_2019_disease
BIRC5,6_Valenzi_2019_disease
MYL9,6_Valenzi_2019_disease
SLPI,6_Valenzi_2019_disease
CCL21,6_Valenzi_2019_disease
NAPSA,6_Valenzi_2019_disease
DCN,6_Valenzi_2019_disease
SFTPA1,6_Valenzi_2019_disease
ADIRF,6_Valenzi_2019_disease
LUM,6_Valenzi_2019_disease
S100A16,6_Valenzi_2019_disease
IGFBP6,6_Valenzi_2019_disease
GPRC5A,6_Valenzi_2019_disease
BPIFB1,6_Valenzi_2019_disease
SYNE2,6_Valenzi_2019_disease
KRT19,6_Valenzi_2019_disease
SAA2,6_Valenzi_2019_disease
CAV1,6_Valenzi_2019_disease
CYR61,6_Valenzi_2019_disease
ADAMTS1,6_Valenzi_2019_disease
COL3A1,6_Valenzi_2019_disease
TFF3,6_Valenzi_2019_disease
MUC1,6_Valenzi_2019_disease
POSTN,6_Valenzi_2019_disease
PRSS23,6_Valenzi_2019_disease
WFDC2,6_Valenzi_2019_disease
EPCAM,6_Valenzi_2019_disease
SFTPD,6_Valenzi_2019_disease
CD96,6_Valenzi_2019_disease
KRT8,6_Valenzi_2019_disease
NPDC1,6_Valenzi_2019_disease
FBLN1,6_Valenzi_2019_disease
CRNDE,6_Valenzi_2019_disease
VWF,6_Valenzi_2019_disease
C8orf4,6_Valenzi_2019_disease
CFH,6_Valenzi_2019_disease
FCN3,6_Valenzi_2019_disease
SFTA2,6_Valenzi_2019_disease
PIP,6_Valenzi_2019_disease
AQP1,6_Valenzi_2019_disease
FHL2,6_Valenzi_2019_disease
NBL1,6_Valenzi_2019_disease
RAMP2,6_Valenzi_2019_disease
COX4I2,6_Valenzi_2019_disease
SFRP2,6_Valenzi_2019_disease
RGS5,6_Valenzi_2019_disease
AGR2,6_Valenzi_2019_disease
PTPRB,6_Valenzi_2019_disease
ELN,6_Valenzi_2019_disease
PDZK1IP1,6_Valenzi_2019_disease
MAP1B,6_Valenzi_2019_disease
ADAMTS9,6_Valenzi_2019_disease
